Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""Utilities/Enter_OTP""), [:], STOP_ON_FAILURE)",,,,2023-03-06 13:37:32,2023-03-06 13:37:38,6.011s,PASSED
"tap(findTestObject(""4.Transfers/Button_VerifyOTP""), 0)",,,,2023-03-06 13:37:38,2023-03-06 13:37:39,0.779s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 13:37:39,2023-03-06 13:37:50,11.277s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Add ToMy Bills""), 0)",,,,2023-03-06 13:37:50,2023-03-06 13:37:50,0.304s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 30)",,,,2023-03-06 13:37:50,2023-03-06 13:37:51,1.021s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 0)",,,,2023-03-06 13:37:51,2023-03-06 13:37:52,0.368s,PASSED
"setText(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), biller, 0)",,,,2023-03-06 13:37:52,2023-03-06 13:37:53,1.336s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/button_Verify""), 0)",,,,2023-03-06 13:37:53,2023-03-06 13:37:55,1.464s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 13:37:55,2023-03-06 13:37:56,1.200s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 0)",,,,2023-03-06 13:37:56,2023-03-06 13:37:57,0.976s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 13:37:57,2023-03-06 13:38:00,3.635s,PASSED
"if (waitForElementPresent(findTestObject(""3.Payments/Save Bill/vrify_Saved Biller"", [""biller"":biller, ""consumerNumber"":consumerNumber]), 0))",,,,2023-03-06 13:38:00,2023-03-06 13:38:01,0.254s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 13:38:01,2023-03-06 13:38:08,7.580s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-03-06 13:38:08,2023-03-06 13:38:08,0.001s,PASSED
,,,,,,,
Test Cases/Payments/TC 01 - Saved Bill Payment,,,,2023-03-06 13:38:08,2023-03-06 13:40:03,1m - 55.084s,PASSED
Start listener action : enableSauceLabs,,,,2023-03-06 13:38:09,2023-03-06 13:38:09,0.001s,PASSED
"callTestCase(findTestCase(""Utilities/Login""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 13:38:09,2023-03-06 13:38:39,30.849s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/tab_PAY""), 0)",,,,2023-03-06 13:38:39,2023-03-06 13:38:40,0.980s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/tab_Bills""), 0)",,,,2023-03-06 13:38:40,2023-03-06 13:38:42,2.142s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 13:38:42,2023-03-06 13:38:44,1.256s,PASSED
delay(2),,,,2023-03-06 13:38:44,2023-03-06 13:38:46,2.016s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Label_Select Biller"", [""biller"":biller]), 0)",,,,2023-03-06 13:38:46,2023-03-06 13:38:47,1.007s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Label_Select Sub Biller"", [""subBiller"":subBiller]), 0)",,,,2023-03-06 13:38:47,2023-03-06 13:38:52,5.032s,PASSED
"delay(5, CONTINUE_ON_FAILURE)",,,,2023-03-06 13:38:52,2023-03-06 13:38:57,5.005s,PASSED
"callTestCase(findTestCase(""Utilities/Account Selection Based on AccountNumber""), [""accountNumber"":accountNumber], CONTINUE_ON_FAILURE)",,,,2023-03-06 13:38:57,2023-03-06 13:38:57,0.464s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Text Box_Account Number Entry""), 0)",,,,2023-03-06 13:38:57,2023-03-06 13:38:58,0.405s,PASSED
"setText(findTestObject(""3.Payments/Pay To New Biller/Text Box_Account Number Entry""), consumerNumber, 0)",,,,2023-03-06 13:38:58,2023-03-06 13:38:59,1.158s,PASSED
pressBack(),,,,2023-03-06 13:38:59,2023-03-06 13:39:00,0.721s,PASSED
"if (biller == ""Salik"")",,,,2023-03-06 13:39:00,2023-03-06 13:39:00,0.000s,PASSED
takeScreenshot(),,,,2023-03-06 13:39:00,2023-03-06 13:39:00,0.927s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Button_Next""), 0)",,,,2023-03-06 13:39:00,2023-03-06 13:39:02,1.029s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Amount/Text Box_Amount Entry""), 0)",,,,2023-03-06 13:39:02,2023-03-06 13:39:06,4.215s,PASSED
due = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2023-03-06 13:39:06,2023-03-06 13:39:06,0.001s,PASSED
"if (paymentType.equals(""partial""))",,,,2023-03-06 13:39:06,2023-03-06 13:39:07,1.716s,PASSED
takeScreenshot(),,,,2023-03-06 13:39:07,2023-03-06 13:39:08,0.681s,PASSED
"tap(findTestObject(""3.Payments/Amount/Button_Next""), 0)",,,,2023-03-06 13:39:08,2023-03-06 13:39:09,1.322s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Confirmation Page/Button_Confirm""), 0)",,,,2023-03-06 13:39:09,2023-03-06 13:39:10,0.282s,PASSED
"tap(findTestObject(""3.Payments/Payment Confirmation Page/Button_Confirm""), 0)",,,,2023-03-06 13:39:10,2023-03-06 13:39:11,1.244s,PASSED
delay(5),,,,2023-03-06 13:39:11,2023-03-06 13:39:16,5.015s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_mPIN""), [:], STOP_ON_FAILURE)",,,,2023-03-06 13:39:16,2023-03-06 13:39:21,4.601s,PASSED
"tap(findTestObject(""3.Payments/Payment Confirmation Page/Button_Verify""), 0)",,,,2023-03-06 13:39:21,2023-03-06 13:39:21,0.880s,PASSED
delay(5),,,,2023-03-06 13:39:21,2023-03-06 13:39:26,5.013s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_OTP""), [:], STOP_ON_FAILURE)",,,,2023-03-06 13:39:26,2023-03-06 13:39:33,6.627s,PASSED
"tap(findTestObject(""4.Transfers/Button_VerifyOTP""), 0)",,,,2023-03-06 13:39:33,2023-03-06 13:39:34,0.787s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 13:39:34,2023-03-06 13:39:47,12.747s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Add ToMy Bills""), 0)",,,,2023-03-06 13:39:47,2023-03-06 13:39:48,1.244s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 30)",,,,2023-03-06 13:39:48,2023-03-06 13:39:48,0.274s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 0)",,,,2023-03-06 13:39:48,2023-03-06 13:39:48,0.339s,PASSED
"setText(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), biller, 0)",,,,2023-03-06 13:39:48,2023-03-06 13:39:50,1.308s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/button_Verify""), 0)",,,,2023-03-06 13:39:50,2023-03-06 13:39:51,1.417s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 13:39:51,2023-03-06 13:39:52,1.078s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 0)",,,,2023-03-06 13:39:52,2023-03-06 13:39:53,0.990s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 13:39:53,2023-03-06 13:39:56,2.225s,PASSED
"if (waitForElementPresent(findTestObject(""3.Payments/Save Bill/vrify_Saved Biller"", [""biller"":biller, ""consumerNumber"":consumerNumber]), 0))",,,,2023-03-06 13:39:56,2023-03-06 13:39:56,0.313s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 13:39:56,2023-03-06 13:40:03,7.652s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-03-06 13:40:03,2023-03-06 13:40:03,0.000s,PASSED
