Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 16:33:49,2023-03-06 16:33:50,1.094s,PASSED
takeScreenshot(),,,,2023-03-06 16:33:50,2023-03-06 16:33:51,0.678s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 0)",,,,2023-03-06 16:33:51,2023-03-06 16:33:52,0.938s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 16:33:52,2023-03-06 16:33:54,1.973s,PASSED
takeScreenshot(),,,,2023-03-06 16:33:54,2023-03-06 16:33:55,0.630s,PASSED
"if (waitForElementPresent(findTestObject(""3.Payments/Save Bill/vrify_Saved Biller"", [""biller"":biller, ""consumerNumber"":consumerNumber]), 0))",,,,2023-03-06 16:33:55,2023-03-06 16:33:55,0.301s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 16:33:55,2023-03-06 16:34:03,8.491s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-03-06 16:34:03,2023-03-06 16:34:03,0.001s,PASSED
,,,,,,,
Test Cases/Payments/TC 01 - Saved Bill Payment,,,,2023-03-06 16:34:04,2023-03-06 16:35:58,1m - 54.413s,PASSED
Start listener action : enableSauceLabs,,,,2023-03-06 16:34:04,2023-03-06 16:34:04,0.001s,PASSED
"callTestCase(findTestCase(""Utilities/Login""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 16:34:04,2023-03-06 16:34:32,27.798s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/tab_PAY""), 0)",,,,2023-03-06 16:34:32,2023-03-06 16:34:32,0.927s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/tab_Bills""), 0)",,,,2023-03-06 16:34:32,2023-03-06 16:34:34,1.757s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 16:34:34,2023-03-06 16:34:35,0.888s,PASSED
delay(2),,,,2023-03-06 16:34:35,2023-03-06 16:34:37,2.024s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Label_Select Biller"", [""biller"":biller]), 0)",,,,2023-03-06 16:34:37,2023-03-06 16:34:38,0.968s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Label_Select Sub Biller"", [""subBiller"":subBiller]), 0)",,,,2023-03-06 16:34:38,2023-03-06 16:34:41,2.753s,PASSED
"delay(5, CONTINUE_ON_FAILURE)",,,,2023-03-06 16:34:41,2023-03-06 16:34:46,5.008s,PASSED
"callTestCase(findTestCase(""Utilities/Account Selection Based on AccountNumber""), [""accountNumber"":accountNumber], CONTINUE_ON_FAILURE)",,,,2023-03-06 16:34:46,2023-03-06 16:34:50,3.972s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Text Box_Account Number Entry""), 0)",,,,2023-03-06 16:34:50,2023-03-06 16:34:50,0.355s,PASSED
"setText(findTestObject(""3.Payments/Pay To New Biller/Text Box_Account Number Entry""), consumerNumber, 0)",,,,2023-03-06 16:34:50,2023-03-06 16:34:51,0.353s,PASSED
pressBack(),,,,2023-03-06 16:34:51,2023-03-06 16:34:51,0.700s,PASSED
"if (biller == ""Salik"")",,,,2023-03-06 16:34:51,2023-03-06 16:34:51,0.001s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Button_Next""), 0)",,,,2023-03-06 16:34:51,2023-03-06 16:34:53,1.335s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Amount/Text Box_Amount Entry""), 0)",,,,2023-03-06 16:34:53,2023-03-06 16:34:57,4.572s,PASSED
due = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2023-03-06 16:34:57,2023-03-06 16:34:57,0.000s,PASSED
"if (paymentType.equals(""partial""))",,,,2023-03-06 16:34:57,2023-03-06 16:34:59,1.816s,PASSED
"tap(findTestObject(""3.Payments/Amount/Button_Next""), 0)",,,,2023-03-06 16:34:59,2023-03-06 16:35:00,0.744s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Confirmation Page/Button_Confirm""), 0)",,,,2023-03-06 16:35:00,2023-03-06 16:35:01,1.253s,PASSED
"tap(findTestObject(""3.Payments/Payment Confirmation Page/Button_Confirm""), 0)",,,,2023-03-06 16:35:01,2023-03-06 16:35:02,1.236s,PASSED
delay(5),,,,2023-03-06 16:35:02,2023-03-06 16:35:07,5.011s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_mPIN""), [:], STOP_ON_FAILURE)",,,,2023-03-06 16:35:07,2023-03-06 16:35:11,4.016s,PASSED
"tap(findTestObject(""3.Payments/Payment Confirmation Page/Button_Verify""), 0)",,,,2023-03-06 16:35:11,2023-03-06 16:35:12,0.785s,PASSED
delay(5),,,,2023-03-06 16:35:12,2023-03-06 16:35:17,5.017s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_OTP""), [:], STOP_ON_FAILURE)",,,,2023-03-06 16:35:17,2023-03-06 16:35:24,6.548s,PASSED
"tap(findTestObject(""4.Transfers/Button_VerifyOTP""), 0)",,,,2023-03-06 16:35:24,2023-03-06 16:35:24,0.889s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 16:35:24,2023-03-06 16:35:36,11.959s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Add ToMy Bills""), 0)",,,,2023-03-06 16:35:36,2023-03-06 16:35:38,1.222s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 30)",,,,2023-03-06 16:35:38,2023-03-06 16:35:38,0.259s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 0)",,,,2023-03-06 16:35:38,2023-03-06 16:35:38,0.303s,PASSED
"setText(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), biller, 0)",,,,2023-03-06 16:35:38,2023-03-06 16:35:39,1.128s,PASSED
takeScreenshot(),,,,2023-03-06 16:35:39,2023-03-06 16:35:40,0.972s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/button_Verify""), 0)",,,,2023-03-06 16:35:40,2023-03-06 16:35:41,0.541s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 16:35:41,2023-03-06 16:35:43,1.985s,PASSED
takeScreenshot(),,,,2023-03-06 16:35:43,2023-03-06 16:35:43,0.661s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 0)",,,,2023-03-06 16:35:43,2023-03-06 16:35:44,0.892s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 16:35:44,2023-03-06 16:35:47,2.208s,PASSED
takeScreenshot(),,,,2023-03-06 16:35:47,2023-03-06 16:35:47,0.550s,PASSED
"if (waitForElementPresent(findTestObject(""3.Payments/Save Bill/vrify_Saved Biller"", [""biller"":biller, ""consumerNumber"":consumerNumber]), 0))",,,,2023-03-06 16:35:47,2023-03-06 16:35:47,0.237s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 16:35:47,2023-03-06 16:35:58,10.673s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-03-06 16:35:58,2023-03-06 16:35:58,0.000s,PASSED
,,,,,,,
Test Cases/Payments/TC 01 - Saved Bill Payment,,,,2023-03-06 16:35:58,2023-03-06 16:37:53,1m - 54.660s,PASSED
Start listener action : enableSauceLabs,,,,2023-03-06 16:35:58,2023-03-06 16:35:58,0.000s,PASSED
"callTestCase(findTestCase(""Utilities/Login""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 16:35:58,2023-03-06 16:36:27,29.013s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/tab_PAY""), 0)",,,,2023-03-06 16:36:27,2023-03-06 16:36:28,0.322s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/tab_Bills""), 0)",,,,2023-03-06 16:36:28,2023-03-06 16:36:30,2.209s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 16:36:30,2023-03-06 16:36:30,0.363s,PASSED
delay(2),,,,2023-03-06 16:36:30,2023-03-06 16:36:32,2.010s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Label_Select Biller"", [""biller"":biller]), 0)",,,,2023-03-06 16:36:32,2023-03-06 16:36:33,0.377s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Label_Select Sub Biller"", [""subBiller"":subBiller]), 0)",,,,2023-03-06 16:36:33,2023-03-06 16:36:38,5.191s,PASSED
"delay(5, CONTINUE_ON_FAILURE)",,,,2023-03-06 16:36:38,2023-03-06 16:36:43,5.008s,PASSED
"callTestCase(findTestCase(""Utilities/Account Selection Based on AccountNumber""), [""accountNumber"":accountNumber], CONTINUE_ON_FAILURE)",,,,2023-03-06 16:36:43,2023-03-06 16:36:43,0.379s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Text Box_Account Number Entry""), 0)",,,,2023-03-06 16:36:43,2023-03-06 16:36:43,0.353s,PASSED
"setText(findTestObject(""3.Payments/Pay To New Biller/Text Box_Account Number Entry""), consumerNumber, 0)",,,,2023-03-06 16:36:43,2023-03-06 16:36:45,1.095s,PASSED
pressBack(),,,,2023-03-06 16:36:45,2023-03-06 16:36:46,1.549s,PASSED
"if (biller == ""Salik"")",,,,2023-03-06 16:36:46,2023-03-06 16:36:46,0.000s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Button_Next""), 0)",,,,2023-03-06 16:36:46,2023-03-06 16:36:48,1.936s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Amount/Text Box_Amount Entry""), 0)",,,,2023-03-06 16:36:48,2023-03-06 16:36:53,4.607s,PASSED
due = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2023-03-06 16:36:53,2023-03-06 16:36:53,0.001s,PASSED
"if (paymentType.equals(""partial""))",,,,2023-03-06 16:36:53,2023-03-06 16:36:54,1.518s,PASSED
"tap(findTestObject(""3.Payments/Amount/Button_Next""), 0)",,,,2023-03-06 16:36:54,2023-03-06 16:36:55,1.273s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Confirmation Page/Button_Confirm""), 0)",,,,2023-03-06 16:36:55,2023-03-06 16:36:56,0.250s,PASSED
"tap(findTestObject(""3.Payments/Payment Confirmation Page/Button_Confirm""), 0)",,,,2023-03-06 16:36:56,2023-03-06 16:36:57,1.262s,PASSED
delay(5),,,,2023-03-06 16:36:57,2023-03-06 16:37:02,5.013s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_mPIN""), [:], STOP_ON_FAILURE)",,,,2023-03-06 16:37:02,2023-03-06 16:37:07,5.101s,PASSED
"tap(findTestObject(""3.Payments/Payment Confirmation Page/Button_Verify""), 0)",,,,2023-03-06 16:37:07,2023-03-06 16:37:07,0.339s,PASSED
delay(5),,,,2023-03-06 16:37:07,2023-03-06 16:37:12,5.007s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_OTP""), [:], STOP_ON_FAILURE)",,,,2023-03-06 16:37:12,2023-03-06 16:37:19,6.184s,PASSED
"tap(findTestObject(""4.Transfers/Button_VerifyOTP""), 0)",,,,2023-03-06 16:37:19,2023-03-06 16:37:20,1.330s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 16:37:20,2023-03-06 16:37:30,10.435s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Add ToMy Bills""), 0)",,,,2023-03-06 16:37:30,2023-03-06 16:37:32,1.245s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 30)",,,,2023-03-06 16:37:32,2023-03-06 16:37:32,0.250s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 0)",,,,2023-03-06 16:37:32,2023-03-06 16:37:32,0.353s,PASSED
"setText(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), biller, 0)",,,,2023-03-06 16:37:32,2023-03-06 16:37:33,1.280s,PASSED
takeScreenshot(),,,,2023-03-06 16:37:33,2023-03-06 16:37:34,0.857s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/button_Verify""), 0)",,,,2023-03-06 16:37:34,2023-03-06 16:37:35,0.853s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 16:37:35,2023-03-06 16:37:36,1.118s,PASSED
takeScreenshot(),,,,2023-03-06 16:37:36,2023-03-06 16:37:37,0.676s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 0)",,,,2023-03-06 16:37:37,2023-03-06 16:37:38,0.945s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 16:37:38,2023-03-06 16:37:42,3.811s,PASSED
takeScreenshot(),,,,2023-03-06 16:37:42,2023-03-06 16:37:42,0.643s,PASSED
"if (waitForElementPresent(findTestObject(""3.Payments/Save Bill/vrify_Saved Biller"", [""biller"":biller, ""consumerNumber"":consumerNumber]), 0))",,,,2023-03-06 16:37:42,2023-03-06 16:37:43,0.317s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 16:37:43,2023-03-06 16:37:53,10.096s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-03-06 16:37:53,2023-03-06 16:37:53,0.001s,PASSED
